Year,Sport,Discipline,Gender,Event,Country,Medal
2014,Curling,Curling,Men,Curling,GBR,Silver
2014,Curling,Curling,Women,Curling,GBR,Bronze
2014,Curling,Curling,Women,Curling,CAN,Gold
2014,Curling,Curling,Women,Curling,SWE,Silver
2014,Ice Hockey,Ice Hockey,Men,Ice Hockey,FIN,Bronze
2014,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
2014,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Silver
2014,Ice Hockey,Ice Hockey,Women,Ice Hockey,SUI,Bronze
2014,Ice Hockey,Ice Hockey,Women,Ice Hockey,CAN,Gold
2014,Ice Hockey,Ice Hockey,Women,Ice Hockey,USA,Silver
2014,Luge,Luge,Men,Doubles,LAT,Bronze
2014,Luge,Luge,Men,Doubles,GER,Gold
2014,Luge,Luge,Men,Doubles,AUT,Silver
2014,Luge,Luge,Men,Mixed Relay,LAT,Bronze
2014,Luge,Luge,Men,Mixed Relay,GER,Gold
2014,Luge,Luge,Men,Mixed Relay,RUS,Silver
2014,Luge,Luge,Women,Mixed Relay,LAT,Bronze
2014,Luge,Luge,Women,Mixed Relay,GER,Gold
2014,Luge,Luge,Women,Mixed Relay,RUS,Silver
2014,Luge,Luge,Men,Singles,ITA,Bronze
2014,Luge,Luge,Men,Singles,GER,Gold
2014,Luge,Luge,Men,Singles,RUS,Silver
2014,Luge,Luge,Women,Singles,USA,Bronze
2014,Luge,Luge,Women,Singles,GER,Gold
2014,Luge,Luge,Women,Singles,GER,Silver
2014,Skating,Figure skating,Men,Ice Dancing,RUS,Bronze
2014,Skating,Figure skating,Men,Ice Dancing,USA,Gold
2014,Skating,Figure skating,Men,Ice Dancing,CAN,Silver
2014,Skating,Figure skating,Women,Ice Dancing,RUS,Bronze
2014,Skating,Figure skating,Women,Ice Dancing,USA,Gold
2014,Skating,Figure skating,Women,Ice Dancing,CAN,Silver
2014,Skating,Figure skating,Men,Individual,KAZ,Bronze
2014,Skating,Figure skating,Men,Individual,JPN,Gold
2014,Skating,Figure skating,Men,Individual,CAN,Silver
2014,Skating,Figure skating,Women,Individual,ITA,Bronze
2014,Skating,Figure skating,Women,Individual,RUS,Gold
2014,Skating,Figure skating,Women,Individual,KOR,Silver
2014,Skating,Figure skating,Men,Pairs,GER,Bronze
2014,Skating,Figure skating,Men,Pairs,RUS,Gold
2014,Skating,Figure skating,Men,Pairs,RUS,Silver
2014,Skating,Figure skating,Women,Pairs,GER,Bronze
2014,Skating,Figure skating,Women,Pairs,RUS,Gold
2014,Skating,Figure skating,Women,Pairs,RUS,Silver
2014,Skating,Figure skating,Men,Team,USA,Bronze
2014,Skating,Figure skating,Men,Team,RUS,Gold
2014,Skating,Figure skating,Men,Team,CAN,Silver
2014,Skating,Figure skating,Women,Team,USA,Bronze
2014,Skating,Figure skating,Women,Team,RUS,Gold
2014,Skating,Figure skating,Women,Team,CAN,Silver
2014,Skating,Short Track Speed Skating,Men,1000M,NED,Bronze
2014,Skating,Short Track Speed Skating,Men,1000M,RUS,Gold
2014,Skating,Short Track Speed Skating,Men,1000M,RUS,Silver
2014,Skating,Short Track Speed Skating,Women,1000M,KOR,Bronze
2014,Skating,Short Track Speed Skating,Women,1000M,KOR,Gold
2014,Skating,Short Track Speed Skating,Women,1000M,CHN,Silver
2014,Skating,Short Track Speed Skating,Men,1500M,RUS,Bronze
2014,Skating,Short Track Speed Skating,Men,1500M,CAN,Gold
2014,Skating,Short Track Speed Skating,Men,1500M,CHN,Silver
2014,Skating,Short Track Speed Skating,Women,1500M,ITA,Bronze
2014,Skating,Short Track Speed Skating,Women,1500M,CHN,Gold
2014,Skating,Short Track Speed Skating,Women,1500M,KOR,Silver
2014,Skating,Short Track Speed Skating,Women,3000M Relay,ITA,Bronze
2014,Skating,Short Track Speed Skating,Women,3000M Relay,KOR,Gold
2014,Skating,Short Track Speed Skating,Women,3000M Relay,CAN,Silver
2014,Skating,Short Track Speed Skating,Men,5000M Relay,CHN,Bronze
2014,Skating,Short Track Speed Skating,Men,5000M Relay,RUS,Gold
2014,Skating,Short Track Speed Skating,Men,5000M Relay,USA,Silver
2014,Skating,Short Track Speed Skating,Men,500M,CAN,Bronze
2014,Skating,Short Track Speed Skating,Men,500M,RUS,Gold
2014,Skating,Short Track Speed Skating,Men,500M,CHN,Silver
2014,Skating,Short Track Speed Skating,Women,500M,KOR,Bronze
2014,Skating,Short Track Speed Skating,Women,500M,CHN,Gold
2014,Skating,Short Track Speed Skating,Women,500M,ITA,Silver
2014,Skating,Speed skating,Men,10000M,NED,Bronze
2014,Skating,Speed skating,Men,10000M,NED,Gold
2014,Skating,Speed skating,Men,10000M,NED,Silver
2014,Skating,Speed skating,Men,1000M,NED,Bronze
2014,Skating,Speed skating,Men,1000M,NED,Gold
2014,Skating,Speed skating,Men,1000M,CAN,Silver
2014,Skating,Speed skating,Women,1000M,NED,Bronze
2014,Skating,Speed skating,Women,1000M,CHN,Gold
2014,Skating,Speed skating,Women,1000M,NED,Silver
2014,Skating,Speed skating,Men,1500M,CAN,Bronze
2014,Skating,Speed skating,Men,1500M,POL,Gold
2014,Skating,Speed skating,Men,1500M,NED,Silver
2014,Skating,Speed skating,Women,1500M,NED,Bronze
2014,Skating,Speed skating,Women,1500M,NED,Gold
2014,Skating,Speed skating,Women,1500M,NED,Silver
2014,Skating,Speed skating,Women,3000M,RUS,Bronze
2014,Skating,Speed skating,Women,3000M,NED,Gold
2014,Skating,Speed skating,Women,3000M,CZE,Silver
2014,Skating,Speed skating,Men,5000M,NED,Bronze
2014,Skating,Speed skating,Men,5000M,NED,Gold
2014,Skating,Speed skating,Men,5000M,NED,Silver
2014,Skating,Speed skating,Women,5000M,NED,Bronze
2014,Skating,Speed skating,Women,5000M,CZE,Gold
2014,Skating,Speed skating,Women,5000M,NED,Silver
2014,Skating,Speed skating,Men,500M,NED,Bronze
2014,Skating,Speed skating,Men,500M,NED,Gold
2014,Skating,Speed skating,Men,500M,NED,Silver
2014,Skating,Speed skating,Women,500M,NED,Bronze
2014,Skating,Speed skating,Women,500M,KOR,Gold
2014,Skating,Speed skating,Women,500M,RUS,Silver
2014,Skating,Speed skating,Men,Team Pursuit,POL,Bronze
2014,Skating,Speed skating,Men,Team Pursuit,NED,Gold
2014,Skating,Speed skating,Men,Team Pursuit,KOR,Silver
2014,Skating,Speed skating,Women,Team Pursuit,RUS,Bronze
2014,Skating,Speed skating,Women,Team Pursuit,NED,Gold
2014,Skating,Speed skating,Women,Team Pursuit,POL,Silver
2014,Skiing,Alpine Skiing,Men,Downhill,NOR,Bronze
2014,Skiing,Alpine Skiing,Men,Downhill,AUT,Gold
2014,Skiing,Alpine Skiing,Men,Downhill,ITA,Silver
2014,Skiing,Alpine Skiing,Women,Downhill,SUI,Bronze
2014,Skiing,Alpine Skiing,Women,Downhill,SLO,Gold
2014,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold
2014,Skiing,Alpine Skiing,Men,Giant Slalom,FRA,Bronze
2014,Skiing,Alpine Skiing,Men,Giant Slalom,USA,Gold
2014,Skiing,Alpine Skiing,Men,Giant Slalom,FRA,Silver
2014,Skiing,Alpine Skiing,Women,Giant Slalom,GER,Bronze
2014,Skiing,Alpine Skiing,Women,Giant Slalom,SLO,Gold
2014,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver
2014,Skiing,Alpine Skiing,Men,Slalom,NOR,Bronze
2014,Skiing,Alpine Skiing,Men,Slalom,AUT,Gold
2014,Skiing,Alpine Skiing,Men,Slalom,AUT,Silver
2014,Skiing,Alpine Skiing,Women,Slalom,AUT,Bronze
2014,Skiing,Alpine Skiing,Women,Slalom,USA,Gold
2014,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver
2014,Skiing,Alpine Skiing,Men,Super Combined,ITA,Bronze
2014,Skiing,Alpine Skiing,Men,Super Combined,SUI,Gold
2014,Skiing,Alpine Skiing,Men,Super Combined,CRO,Silver
2014,Skiing,Alpine Skiing,Women,Super Combined,USA,Bronze
2014,Skiing,Alpine Skiing,Women,Super Combined,GER,Gold
2014,Skiing,Alpine Skiing,Women,Super Combined,AUT,Silver
2014,Skiing,Alpine Skiing,Men,Super-G,CAN,Bronze
2014,Skiing,Alpine Skiing,Men,Super-G,USA,Bronze
2014,Skiing,Alpine Skiing,Men,Super-G,NOR,Gold
2014,Skiing,Alpine Skiing,Men,Super-G,USA,Silver
2014,Skiing,Alpine Skiing,Women,Super-G,AUT,Bronze
2014,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold
2014,Skiing,Alpine Skiing,Women,Super-G,GER,Silver
2014,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze
2014,Skiing,Cross Country Skiing,Women,10KM,POL,Gold
2014,Skiing,Cross Country Skiing,Women,10KM,SWE,Silver
2014,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze
2014,Skiing,Cross Country Skiing,Men,15KM,SUI,Gold
2014,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Bronze
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Gold
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Silver
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,FRA,Bronze
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,RUS,Silver
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,GER,Bronze
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,SWE,Gold
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Silver
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Bronze
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Gold
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Silver
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,NOR,Bronze
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,SUI,Gold
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,SWE,Silver
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,NOR,Bronze
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,NOR,Gold
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,SWE,Silver
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Bronze
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,NOR,Gold
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Silver
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,SLO,Bronze
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Gold
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Silver
2014,Skiing,Cross Country Skiing,Men,Team Sprint,SWE,Bronze
2014,Skiing,Cross Country Skiing,Men,Team Sprint,FIN,Gold
2014,Skiing,Cross Country Skiing,Men,Team Sprint,RUS,Silver
2014,Skiing,Cross Country Skiing,Women,Team Sprint,SWE,Bronze
2014,Skiing,Cross Country Skiing,Women,Team Sprint,NOR,Gold
2014,Skiing,Cross Country Skiing,Women,Team Sprint,FIN,Silver
2014,Skiing,Freestyle Skiing,Men,Aerials,CHN,Bronze
2014,Skiing,Freestyle Skiing,Men,Aerials,BLR,Gold
2014,Skiing,Freestyle Skiing,Men,Aerials,AUS,Silver
2014,Skiing,Freestyle Skiing,Women,Aerials,AUS,Bronze
2014,Skiing,Freestyle Skiing,Women,Aerials,BLR,Gold
2014,Skiing,Freestyle Skiing,Women,Aerials,CHN,Silver
2014,Skiing,Freestyle Skiing,Men,Moguls,RUS,Bronze
2014,Skiing,Freestyle Skiing,Men,Moguls,CAN,Gold
2014,Skiing,Freestyle Skiing,Men,Moguls,CAN,Silver
2014,Skiing,Freestyle Skiing,Women,Moguls,USA,Bronze
2014,Skiing,Freestyle Skiing,Women,Moguls,CAN,Gold
2014,Skiing,Freestyle Skiing,Women,Moguls,CAN,Silver
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Bronze
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Gold
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Silver
2014,Skiing,Freestyle Skiing,Women,Ski Cross,SWE,Bronze
2014,Skiing,Freestyle Skiing,Women,Ski Cross,CAN,Gold
2014,Skiing,Freestyle Skiing,Women,Ski Cross,CAN,Silver
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,FRA,Bronze
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,USA,Gold
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,CAN,Silver
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,JPN,Bronze
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,USA,Gold
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,FRA,Silver
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Bronze
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Gold
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Silver
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,CAN,Bronze
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,CAN,Gold
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,USA,Silver
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),NOR,Bronze
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),GER,Gold
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),JPN,Silver
2014,Skiing,Nordic Combined,Men,Sprint K120,GER,Bronze
2014,Skiing,Nordic Combined,Men,Sprint K120,NOR,Gold
2014,Skiing,Nordic Combined,Men,Sprint K120,NOR,Silver
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",AUT,Bronze
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",NOR,Gold
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",GER,Silver
2014,Skiing,Ski Jumping,Women,K90 Individual,FRA,Bronze
2014,Skiing,Ski Jumping,Women,K90 Individual,GER,Gold
2014,Skiing,Ski Jumping,Women,K90 Individual,AUT,Silver
2014,Skiing,Ski Jumping,Men,Large Hill,SLO,Bronze
2014,Skiing,Ski Jumping,Men,Large Hill,POL,Gold
2014,Skiing,Ski Jumping,Men,Large Hill,JPN,Silver
2014,Skiing,Ski Jumping,Men,Normal Hill,NOR,Bronze
2014,Skiing,Ski Jumping,Men,Normal Hill,POL,Gold
2014,Skiing,Ski Jumping,Men,Normal Hill,SLO,Silver
2014,Skiing,Ski Jumping,Men,Teams,JPN,Bronze
2014,Skiing,Ski Jumping,Men,Teams,GER,Gold
2014,Skiing,Ski Jumping,Men,Teams,AUT,Silver
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,SLO,Bronze
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,RUS,Gold
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,SUI,Silver
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,RUS,Bronze
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,SUI,Gold
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,JPN,Silver
2014,Skiing,Snowboard,Men,Half-Pipe,JPN,Bronze
2014,Skiing,Snowboard,Men,Half-Pipe,SUI,Gold
2014,Skiing,Snowboard,Men,Half-Pipe,JPN,Silver
2014,Skiing,Snowboard,Women,Half-Pipe,USA,Bronze
2014,Skiing,Snowboard,Women,Half-Pipe,USA,Gold
2014,Skiing,Snowboard,Women,Half-Pipe,AUS,Silver
2014,Skiing,Snowboard,Men,Parallel Slalom,AUT,Bronze
2014,Skiing,Snowboard,Men,Parallel Slalom,RUS,Gold
2014,Skiing,Snowboard,Men,Parallel Slalom,SLO,Silver
2014,Skiing,Snowboard,Women,Parallel Slalom,GER,Bronze
2014,Skiing,Snowboard,Women,Parallel Slalom,AUT,Gold
2014,Skiing,Snowboard,Women,Parallel Slalom,GER,Silver
2014,Skiing,Snowboard,Men,Slopestyle,CAN,Bronze
2014,Skiing,Snowboard,Men,Slopestyle,USA,Gold
2014,Skiing,Snowboard,Men,Slopestyle,NOR,Silver
2014,Skiing,Snowboard,Women,Slopestyle,GBR,Bronze
2014,Skiing,Snowboard,Women,Slopestyle,USA,Gold
2014,Skiing,Snowboard,Women,Slopestyle,FIN,Silver
2014,Skiing,Snowboard,Men,Snowboard Cross,USA,Bronze
2014,Skiing,Snowboard,Men,Snowboard Cross,FRA,Gold
2014,Skiing,Snowboard,Men,Snowboard Cross,RUS,Silver
2014,Skiing,Snowboard,Women,Snowboard Cross,FRA,Bronze
2014,Skiing,Snowboard,Women,Snowboard Cross,CZE,Gold
2014,Skiing,Snowboard,Women,Snowboard Cross,CAN,Silver
